"DATE","ALSTON BAY UPLAND SURF","BIG GUM LAKE","Boggy Marsh SJ-LC","BUCK LAKE (HIGHLANDS)","Chapman Marsh SJ-AI","Church Lake SJ-QA","Cocoa 9T","Crooked Lake nr Babson Park","Cypress Creek #190 East Marsh","Cypress Creek BIO-5 Surf","CYPRESS CREEK W-17 UPLAND SURF","CYPRESS CREEK W-33 SURF","GATOR LAKE","GREEN SWAMP 1 UPLAND SURF","GREEN SWAMP 4 UPLAND SURF","GREEN SWAMP 6 UPLAND SURF","GREEN SWAMP 7 WETLAND SURF","GREEN SWAMP BAY UPLAND SURF","GREEN SWAMP L-11K SHALLOW","GREEN SWAMP MARSH UPLAND SURF","Hopkins Prairie SJ-LD","Island Lake SJ-LH","Johns Lake SJ-QB","LAKE ANNIE (HIGHLANDS)","Lake Apshawa SJ-LF","Lake Apthorpe","Lake Avalon SJ-LE","LAKE BONNET (HAINES CITY)","LAKE GARFIELD","Lake Gem SJ-AJ","Lake Leonore (Patrick)","Lake Louisa SJ-LJ","Lake Placid","LAKE STREETY","Lake Sylvan","Lake Van","LAKE WALKER","Long Branch OR0649","Long Lake SJ-QD","NORTHEAST LAKELAND WE-NEL-GG-W SURF","NORTHEAST LAKELAND WE-NEL-J-W SURF","NORTHEAST LAKELAND WE-NEL-K-U SURF","PARKS LAKE","POLECAT LAKE","POLK COUNTY T1-MW","POLK COUNTY T2-MW","POLK COUNTY VF-2MW","Prairie Lake","Red Bug Lake SJ-AW","ROMP 58 SURF AQ MONITOR","SPLITOAK","SURVEYORS LAKE","TB2_GW1","TB2_GW2","Trout Lake SJ-QC","Unnamed Cypress SJ-LA","Unnamed Wetland South of 46","WR11_GW1","WR15_GW1","WR16_GW1","WR6_GW1","WR9_GW1"
2006-12-05,94.7813043478261,93.1532258064516,114.951563342318,90.6703448275862,63.41,83.999227571116,71.4725,118.243846153846,64.773,62.37,NA,65.66,130.07,97.3563636363636,98.1209090909091,91.6209090909091,101.315454545455,95.3072727272727,87.1618181818182,89.3854545454546,23.3131578947368,80.8464285714286,94.2691767429894,109.136363636364,83.1722222222222,68.21,88.2702857142857,128.906744186047,100.638,47.7886538461538,84.22,94.4381818181818,90.9034482758621,102.91,37.0466272189349,130.84625,141.383333333333,53.8563076923077,61.3853408798559,NA,NA,NA,98.6393103448276,140.13,NA,NA,NA,73.9035724852071,68.6457562244519,125.73,NA,129.953333333333,97.71,97.75,94.7700884955752,68.6892979242979,60.1249450549451,62.02,57.54,59.66,59.38,62.47
2006-12-06,94.7573913043478,93.15,114.946004043127,90.6606896551724,63.41,83.9955350109409,71.4725,118.231538461538,64.8272857142857,62.38,NA,65.7,130.067142857143,97.3281818181818,98.0954545454545,91.5904545454545,101.287727272727,95.2836363636364,87.1459090909091,89.3627272727273,23.2897435897436,80.8240079365079,94.2426086956522,109.133939393939,83.1537037037037,68.2090909090909,88.256,128.91023255814,100.632,47.7764583333333,84.2264705882353,94.4268181818182,90.8668965517241,102.923103448276,37.0130288461539,130.848333333333,141.372380952381,53.7768181818182,61.3733867521368,NA,NA,NA,98.63,140.129285714286,NA,NA,NA,73.8826923076923,68.6347826086956,125.71,NA,129.951666666667,97.7,97.74,94.7634513274336,68.6832193732194,60.088,62,57.52,59.65,59.37,62.46
2006-12-07,94.7334782608696,93.1511764705882,114.940616076757,90.6510344827586,63.41,83.9915470459518,71.4725,118.219230769231,64.8815714285714,62.39,NA,65.74,130.064285714286,97.3,98.07,91.56,101.26,95.26,87.13,89.34,23.2715384615385,80.8138888888889,94.2073913043478,109.131515151515,83.1337037037037,68.2081818181818,88.2405714285714,128.913720930233,100.626,47.763,84.2329411764706,94.4140909090909,90.8303448275862,102.936206896552,36.9475,130.850416666667,141.361428571429,53.7361645021645,61.3357264957265,NA,NA,NA,98.6335294117647,140.128571428571,NA,NA,NA,73.8784,68.6206666666667,125.67,NA,129.95,97.69,97.73,94.7572549019608,68.6980979020979,60.0626,61.99,57.51,59.63,59.35,62.44
2006-12-08,94.7095652173913,93.1523529411765,114.938279457769,90.6413793103448,63.41,83.9871159737418,71.4454090909091,118.206923076923,64.9358571428571,62.4,NA,65.78,130.061428571429,97.3151219512195,98.0873170731707,91.5480487804878,101.279512195122,95.2839024390244,87.1482926829268,89.3456097560976,23.2676666666667,80.7756666666667,94.1682608695652,109.129090909091,83.1114555555556,68.2072727272727,88.2236107660455,128.917209302326,100.62,47.7470869565217,84.2394117647059,94.3781818181818,90.7937931034483,102.949310344828,36.994,130.8525,141.350476190476,53.6672142857143,61.2668628762542,NA,NA,NA,98.6370588235294,140.127857142857,NA,NA,NA,73.8358222222222,68.6102380952381,125.63,NA,129.948333333333,97.66,97.7,94.7513725490196,68.6520303030303,60.0665384615385,61.98,57.48,59.62,59.33,62.41
2006-12-09,94.685652173913,93.1535294117647,114.936616266945,90.631724137931,63.41,83.9828326039387,71.3344334831835,118.194615384615,64.9901428571429,62.41,NA,65.82,130.058571428571,97.330243902439,98.1046341463415,91.5360975609756,101.299024390244,95.3078048780488,87.1665853658536,89.3512195121951,23.2617857142857,80.75675,94.165625,109.126666666667,83.08975,68.2063636363636,88.21,128.920697674419,100.614,47.7284782608696,84.2458823529412,94.343508991009,90.7572413793103,102.962413793103,36.9564285714286,130.854583333333,141.339523809524,53.5782305194805,61.2521916592724,NA,NA,NA,98.6405882352941,140.127142857143,NA,NA,NA,73.7819047619048,68.5930432172869,125.59,NA,129.946666666667,97.65,97.69,94.7456862745098,68.6088025210084,60.0392607392607,61.96,57.47,59.61,59.32,62.39
2006-12-10,94.6617391304348,93.1547058823529,114.935067778936,90.6220689655172,63.41,83.9788446389497,71.2914714003945,118.182307692308,65.0444285714286,62.42,NA,65.86,130.055714285714,97.3453658536585,98.1219512195122,91.5241463414634,101.318536585366,95.3317073170732,87.1848780487805,89.3568292682927,23.2346449704142,80.7493391608391,94.1603409090909,109.124242424242,83.0695,68.2054545454545,88.2000248891654,128.924186046512,100.608,47.7105288461538,84.2523529411765,94.3461538461539,90.7206896551724,102.975517241379,36.9421328671329,130.856666666667,141.328571428571,53.5463286713287,61.2204395604396,NA,NA,NA,98.6441176470588,140.126428571429,NA,NA,NA,73.7528571428572,68.5828465651995,125.56,NA,129.945,97.63,97.67,94.7403921568628,68.5870588235294,60.0367132867133,61.95,57.46,59.59,59.3,62.37
2006-12-11,94.6378260869565,93.1558823529412,114.933576642336,90.6124137931035,63.41,83.9750043763676,71.2623895463511,118.17,65.0987142857143,62.43,NA,65.9,130.052857142857,97.3604878048781,98.1392682926829,91.5121951219512,101.338048780488,95.3556097560976,87.2031707317073,89.3624390243902,23.2236094674556,80.7387212787213,94.1529545454545,109.121818181818,83.0531832579186,68.2045454545455,88.196511627907,128.927674418605,100.602,47.6877678571429,84.2588235294118,94.3511538461538,90.6841379310345,102.988620689655,36.9136363636364,130.85875,141.317619047619,53.5075213675214,61.1462637362637,NA,NA,NA,98.6476470588235,140.125714285714,NA,NA,NA,73.726314454776,68.5666783216783,125.53,NA,129.943333333333,97.62,97.66,94.7352941176471,68.6092307692308,60.025,61.93,57.45,59.58,59.28,62.35
2006-12-12,94.6139130434783,93.1570588235294,114.932142857143,90.6027586206897,63.41,83.9713118161926,71.2705641025641,118.169047619048,65.153,62.44,NA,65.94,130.05,97.3756097560976,98.1565853658537,91.500243902439,101.35756097561,95.379512195122,87.2214634146341,89.3680487804878,23.2298076923077,80.7308928571428,94.1458522727273,109.119393939394,83.0558823529412,68.2036363636364,88.1936046511628,128.931162790698,100.596,47.6739285714286,84.2652941176471,94.3559615384615,90.6475862068965,103.001724137931,36.9091666666667,130.860833333333,141.306666666667,53.4789351851852,61.11,NA,NA,NA,98.6511764705882,140.125,NA,NA,NA,73.7200641025641,68.5670454545455,125.5,NA,129.941666666667,97.62,97.66,94.7303921568627,68.6203787878788,59.995,61.92,57.44,59.56,59.27,62.34
2006-12-13,94.59,93.1582352941176,114.930766423358,90.5931034482759,63.41,83.9677669584245,71.3674166666667,118.168095238095,65.2072857142857,62.45,NA,65.98,130.047142857143,97.3907317073171,98.1739024390244,91.4882926829268,101.377073170732,95.4034146341463,87.239756097561,89.3736585365854,23.23,80.73,94.1390340909091,109.11696969697,83.0615294117647,68.2027272727273,88.1908139534884,128.934651162791,100.59,47.6701666666667,84.2717647058823,94.3605769230769,90.6110344827586,103.014827586207,36.92,130.862916666667,141.295714285714,53.4646875,61.106875,NA,NA,NA,98.6547058823529,140.124285714286,NA,NA,NA,73.71375,68.5614267676768,125.47,NA,129.94,97.64,97.67,94.7256862745098,68.6534902597403,59.9928645833333,61.92,57.44,59.55,59.26,62.33
2006-12-14,94.6519047619048,93.1594117647059,114.929332638165,90.5834482758621,63.41,83.9640743982494,71.3905906593407,118.167142857143,65.2615714285714,62.46,NA,66.02,130.044285714286,97.4058536585366,98.1912195121951,91.4763414634146,101.396585365854,95.4273170731707,87.2580487804878,89.3792682926829,23.2294230769231,80.8434841628959,94.1319318181818,109.114545454545,83.0674117647059,68.2018181818182,88.1879069767442,128.938139534884,100.599512195122,47.9075384615385,84.2782352941176,94.3653846153846,90.5744827586207,103.027931034483,37.0084210526316,130.865,141.284761904762,53.47875,61.0875,NA,NA,NA,98.6582352941176,140.123571428571,NA,NA,NA,73.7285897435898,68.5717948717949,125.46,NA,129.938333333333,97.77,97.8,94.7200301659125,68.6908901098901,60.0272788461538,62.07,57.6,59.55,59.35,62.4
2006-12-15,94.7138095238095,93.1605882352941,114.927898852972,90.5737931034483,63.41,83.9603818380744,72.243005952381,118.16619047619,65.3158571428571,62.47,NA,66.06,130.041428571429,97.4209756097561,98.2085365853658,91.4643902439024,101.416097560976,95.4512195121951,87.2763414634146,89.3848780487805,23.2210416666667,81.0781699346405,94.1248295454545,109.112121212121,83.0732941176471,68.2009090909091,88.185,128.941627906977,100.609024390244,48.2173076923077,84.2847058823529,94.3701923076923,90.5379310344828,103.041034482759,37.1847874493927,130.867083333333,141.27380952381,53.9168181818182,61.1058333333333,NA,NA,NA,98.6617647058823,140.122857142857,NA,NA,NA,73.7461111111111,68.75125,125.48,NA,129.936666666667,98.31,98.25,94.7055882352941,68.8595,60.143625,62.23,57.79,59.61,59.72,62.7
2006-12-16,94.7757142857143,93.1617647058824,114.926465067779,90.5641379310345,63.41,83.9566892778993,72.7627732793522,118.165238095238,65.3701428571429,62.48,NA,66.1,130.038571428571,97.4360975609756,98.2258536585366,91.4524390243902,101.435609756098,95.4751219512195,87.2946341463415,89.390487804878,23.22,81.0809523809524,94.1201311188811,109.109696969697,83.0791764705882,68.2,88.1820930232558,128.94511627907,100.618536585366,48.0367838496345,84.2911764705882,94.375,90.5013793103448,103.054137931034,37.2946597633136,130.869166666667,141.262857142857,54.3073601398601,61.1188461538461,NA,NA,NA,98.6652941176471,140.122142857143,NA,NA,NA,73.6861538461538,68.9484615384615,125.46,NA,129.935,98.27,98.2,94.688431372549,68.8967692307692,60.2007307692308,62.11,57.65,59.62,59.76,62.69
2006-12-17,94.8376190476191,93.1629411764706,114.924973931178,90.5544827586207,63.41,83.9528490153173,72.7336930668016,118.164285714286,65.4244285714286,62.49,NA,66.14,130.035714285714,97.4512195121951,98.2431707317073,91.440487804878,101.45512195122,95.4990243902439,87.3129268292683,89.3960975609756,23.1998076923077,81.0357142857143,94.12,109.107272727273,83.0852941176471,68.1990909090909,88.180053667263,128.948604651163,100.628048780488,47.9990859728507,84.2976470588235,94.38,90.4648275862069,103.06724137931,37.3325,130.87125,141.251904761905,54.3126821862348,61.1191452991453,NA,NA,NA,98.6688235294118,140.121428571429,NA,NA,NA,73.67,68.9575824175824,125.44,NA,129.933333333333,98.23,98.16,94.6705882352941,68.8523076923077,60.2092692307692,62.08,57.62,59.6,59.77,62.67
2006-12-18,94.8995238095238,93.1641176470588,114.92342544317,90.5448275862069,63.41,83.9488610503282,72.6800859036797,118.163333333333,65.4787142857143,62.5,NA,66.18,130.032857142857,97.4663414634146,98.260487804878,91.4285365853658,101.474634146341,95.5229268292683,87.3312195121951,89.4017073170732,23.1768452380952,80.9852197802198,94.12,109.104848484848,83.0888161764706,68.1981818181818,88.18,128.952093023256,100.63756097561,47.9754661654135,84.3041176470588,94.3851923076923,90.428275862069,103.080344827586,37.3117857142857,130.873333333333,141.240952380952,54.2608002148228,61.1057184628237,NA,NA,NA,98.6723529411765,140.120714285714,NA,NA,NA,73.67,68.950431711146,125.41,NA,129.931666666667,98.18,98.12,94.6527641056422,68.85,60.1815277777778,62.05,57.59,59.58,59.75,62.64
2006-12-19,94.9614285714286,93.1652941176471,114.921934306569,90.5351724137931,63.41,83.9450207877462,72.6109848484849,118.162380952381,65.533,62.5002631578947,NA,66.264,130.03,97.4814634146341,98.2778048780488,91.4165853658537,101.494146341463,95.5468292682927,87.3495121951219,89.4073170731707,23.1562037037037,80.9504254079254,94.12,109.102424242424,83.085875,68.1972727272727,88.18,128.955581395349,100.647073170732,47.9619005847953,84.3105882352941,94.3901923076923,90.391724137931,103.093448275862,37.2840064102564,130.875416666667,141.23,54.1867857142857,61.0853853383459,NA,NA,NA,98.6758823529412,140.12,NA,NA,NA,73.6711363636364,68.9333653846154,125.39,NA,129.93,98.14,98.09,94.6417857142857,68.8426666666667,60.1524643874644,62.01,57.57,59.57,59.73,62.61
2006-12-20,95.0233333333333,93.1664705882353,114.920557872784,90.5255172413793,63.41,83.9414759299781,72.5346153846154,118.161428571429,65.5756666666667,62.5005263157895,NA,66.348,130.041818181818,97.4965853658537,98.2951219512195,91.4046341463415,101.513658536585,95.5707317073171,87.3678048780488,89.4129268292683,23.1366595441595,80.9260681818182,94.12,109.1,83.082875,68.1963636363636,88.18,128.959069767442,100.656585365854,47.9532638888889,84.3170588235294,94.3948076923077,90.3551724137931,103.106551724138,37.2450213675214,130.8775,141.235714285714,54.1458333333333,61.0617857142857,NA,NA,NA,98.6794117647059,140.129047619048,NA,NA,NA,73.675946969697,68.9070833333333,125.37,NA,129.941904761905,98.1,98.05,94.6332142857143,68.8263809523809,60.118987854251,61.97,57.55,59.55,59.69,62.58
2006-12-21,95.0852380952381,93.1676470588235,114.919124087591,90.5158620689655,63.41,83.9377833698031,72.4580857988166,118.160476190476,65.6183333333333,62.5007894736842,NA,66.432,130.053636363636,97.5117073170732,98.3124390243902,91.3926829268293,101.533170731707,95.5946341463415,87.3860975609756,89.4185365853659,23.1266518737673,80.8964615384615,94.12,109.09696969697,83.07975,68.1954545454545,88.18,128.962558139535,100.666097560976,47.9680769230769,84.3235294117647,94.3996153846154,90.3186206896552,103.119655172414,37.2576556776557,130.879583333333,141.241428571429,54.0992307692308,61.0181656804734,NA,NA,NA,98.6829411764706,140.138095238095,NA,NA,NA,73.6581318681319,68.8816666666667,125.37,NA,129.95380952381,98.06,98.01,94.6242857142857,68.8224175824176,60.1108328513592,61.94,57.51,59.54,59.65,62.55
2006-12-22,95.1471428571429,93.1688235294118,114.917690302398,90.5062068965517,63.41,83.934090809628,72.4541565656566,118.159523809524,65.661,62.501052631579,NA,66.516,130.065454545455,97.5268292682927,98.329756097561,91.3807317073171,101.552682926829,95.6185365853659,87.4043902439024,89.4241463414634,23.1534027777778,80.9140384615385,94.12,109.093939393939,83.076625,68.1945454545454,88.18,128.966046511628,100.675609756098,47.9300416666667,84.33,94.4044230769231,90.2820689655172,103.13275862069,37.2302164502165,130.881666666667,141.247142857143,54.5225,60.9574038461538,NA,NA,NA,98.6864705882353,140.147142857143,NA,NA,NA,73.6253571428571,68.8661111111111,125.32,NA,129.965714285714,98.04,98,94.6250649350649,68.9201136363636,60.0897023809524,61.97,57.5,59.53,59.64,62.55
2006-12-23,95.2090476190476,93.17,114.916199165798,90.4965517241379,63.41,83.9302505470459,72.6680681818182,118.158571428571,65.7036666666667,62.5013157894737,NA,66.6,130.077272727273,97.5419512195122,98.3470731707317,91.3687804878049,101.572195121951,95.6424390243902,87.4226829268293,89.429756097561,23.2464285714286,81.1151748251748,94.1207072135785,109.090909090909,83.073375,68.1936363636364,88.18,128.969534883721,100.68512195122,47.8427252747253,84.3364705882353,94.4096449704142,90.2455172413793,103.145862068966,37.3371500721501,130.88375,141.252857142857,55.0663333333333,60.9667857142857,NA,NA,NA,98.69,140.15619047619,NA,NA,NA,73.627619047619,68.9314285714286,125.3,NA,129.977619047619,98.31,98.25,94.6351948051948,69.0970779220779,60.0755907626208,62.46,57.84,59.61,59.94,62.79
2006-12-24,95.2709523809524,93.1711764705882,114.914593326382,90.4868965517241,63.41,83.9261148796499,72.7812142857143,118.157619047619,65.7463333333333,62.5015789473684,NA,66.684,130.089090909091,97.5570731707317,98.3643902439024,91.3568292682927,101.591707317073,95.6663414634146,87.4409756097561,89.4353658536585,23.3139473684211,81.2206493506494,94.1313861386138,109.087878787879,83.070862804878,68.1927272727273,88.1824300441826,128.973023255814,100.694634146341,48.0155494505495,84.3429411764706,94.4173964497041,90.2089655172414,103.158965517241,37.3960317460317,130.885833333333,141.258571428571,55.2361478696742,61.007032967033,NA,NA,NA,98.6935294117647,140.165238095238,NA,NA,NA,73.6752380952381,69.1352639751553,125.29,NA,129.989523809524,98.38,98.31,94.6461038961039,69.2402422577423,60.0944563331405,62.37,57.79,59.71,60.08,62.9
2006-12-25,95.3328571428572,93.1723529411765,114.913102189781,90.4772413793104,63.41,83.9222746170678,72.8123333333333,118.156666666667,65.789,62.5018421052632,NA,66.768,130.100909090909,97.5721951219512,98.3817073170732,91.3448780487805,101.611219512195,95.690243902439,87.4592682926829,89.4409756097561,23.3578947368421,81.2843333333333,94.1442574257426,109.084848484848,83.0732926829268,68.1918181818182,88.190206185567,128.976511627907,100.704146341463,48.1063461538461,84.3494117647059,94.4250887573964,90.1724137931034,103.172068965517,37.3683333333333,130.887916666667,141.264285714286,55.4614802631579,61.0550301659125,NA,NA,NA,98.6970588235294,140.174285714286,NA,NA,NA,73.7625,69.1476086956522,125.3,NA,130.001428571429,98.58,98.49,94.6562337662338,69.3281794871795,60.1185164835165,62.75,58.12,59.84,60.33,63.14
2006-12-26,95.3947619047619,93.1735294117647,114.911725755996,90.4675862068966,63.41,83.9187297592998,72.8379166666667,118.155714285714,65.8316666666667,62.5021052631579,NA,66.852,130.112727272727,97.5873170731707,98.3990243902439,91.3329268292683,101.630731707317,95.7141463414634,87.4775609756097,89.4465853658537,23.375,81.4023333333333,94.1561386138613,109.081818181818,83.0762195121951,68.1909090909091,88.1976288659794,128.98,100.713658536585,48.535625,84.3558823529412,94.4321893491124,90.1358620689655,103.185172413793,37.6523333333333,130.89,141.27,55.6330288461538,61.0969432773109,NA,NA,NA,98.7005882352941,140.183333333333,NA,NA,NA,73.8503787878788,69.2959722222222,125.31,NA,130.013333333333,98.73,98.64,94.6655844155844,69.4223333333333,60.2327142857143,62.86,58.34,60.21,60.74,63.46
2006-12-27,95.4566666666667,93.1747058823529,114.910349322211,90.4579310344828,63.41,83.9151849015317,72.8020659722223,118.154761904762,65.8743333333333,62.5023684210526,NA,66.936,130.124545454545,97.6024390243903,98.4163414634146,91.3209756097561,101.650243902439,95.7380487804878,87.4958536585366,89.4521951219512,23.3647619047619,81.3375,94.1680198019802,109.078787878788,83.0791463414634,68.19,88.2050515463918,128.971875,100.723170731707,48.694125,84.3623529411765,94.4392899408284,90.0993103448276,103.198275862069,37.7493333333333,130.89,141.275714285714,55.5266239316239,61.1160714285714,NA,NA,NA,98.7041176470588,140.192380952381,NA,NA,NA,73.8179545454546,69.4118402777778,125.36,NA,130.025238095238,98.66,98.56,94.6749350649351,69.3564583333333,60.2755,62.86,58.34,60.34,60.89,63.59
2006-12-28,95.5185714285714,93.1758823529412,114.908915537018,90.448275862069,63.41,83.9114923413567,72.7933493589744,118.15380952381,65.917,62.5026315789474,NA,67.02,130.136363636364,97.6175609756097,98.4336585365854,91.3090243902439,101.669756097561,95.7619512195122,87.5141463414634,89.4578048780488,23.3522710622711,81.29,94.180396039604,109.075757575758,83.0821951219512,68.1890909090909,88.2127835051546,128.96375,100.732682926829,48.7384175824176,84.3688235294118,94.4466863905325,90.0627586206896,103.211379310345,37.7460946745562,130.89,141.281428571429,55.3822710622711,61.12,NA,NA,NA,98.7076470588235,140.201428571429,NA,NA,NA,73.7869230769231,69.3743269230769,125.37,NA,130.037142857143,98.59,98.5,94.6690076335878,69.1982692307692,60.2952564102564,62.89,58.38,60.38,60.91,63.63
2006-12-29,95.5804761904762,93.1770588235294,114.907481751825,90.4386206896552,63.41,83.9077997811816,72.7846590909091,118.152857142857,65.9596666666667,62.5028947368421,NA,67.104,130.148181818182,97.6326829268293,98.4509756097561,91.2970731707317,101.689268292683,95.7858536585366,87.5324390243902,89.4634146341463,23.3311868686869,81.2429166666667,94.1927722772277,109.072727272727,83.085243902439,68.1881818181818,88.2205154639175,128.955625,100.742195121951,48.4603296703297,84.3752941176471,94.4540828402367,90.0262068965517,103.224482758621,37.7358974358974,130.89,141.287142857143,55.3143831168831,61.1205769230769,NA,NA,NA,98.7111764705882,140.210476190476,NA,NA,NA,73.78,69.32625,125.37,NA,130.049047619048,98.54,98.45,94.646106870229,69.1560714285714,60.3057777777778,62.91,58.41,60.4,60.89,63.63
2006-12-30,95.6423809523809,93.1782352941176,114.90610531804,90.4289655172414,63.41,83.9042549234136,72.7776742424242,118.151904761905,66.0023333333333,62.5031578947368,NA,67.188,130.16,97.6478048780488,98.4682926829268,91.2851219512195,101.708780487805,95.809756097561,87.5507317073171,89.4690243902439,23.3194612794613,81.2058333333333,94.2046534653466,109.069696969697,83.0881707317073,68.1872727272727,88.2279381443299,128.9475,100.751707317073,48.2785989010989,84.3817647058823,94.4611834319527,89.9896551724138,103.237586206897,37.69,130.89,141.292857142857,55.2592249417249,61.1392445054945,NA,NA,NA,98.7147058823529,140.219523809524,NA,NA,NA,73.7817857142857,69.29375,125.36,NA,130.060952380952,98.51,98.42,94.6241221374046,69.1457668067227,60.2947777777778,62.92,58.44,60.4,60.86,63.63
2006-12-31,95.7042857142857,93.1794117647059,114.904556830031,90.4193103448276,63.41,83.9002669584245,72.7743,118.150952380952,66.045,62.5034210526316,NA,67.272,130.171818181818,97.6629268292683,98.4856097560976,91.2731707317073,101.728292682927,95.8336585365854,87.5690243902439,89.4746341463415,23.3115242165242,81.1816666666667,94.2157476516882,109.066666666667,83.0899837398374,68.1863636363636,88.2362320970099,128.939375,100.761219512195,48.1685194805195,84.3882352941176,94.4691715976331,89.9531034482759,103.250689655172,37.6681818181818,130.89,141.298571428571,55.2009230769231,61.1305274725275,NA,NA,NA,98.7182352941176,140.228571428571,NA,NA,NA,73.7944175824176,69.2374358974359,125.35,NA,130.072857142857,98.47,98.39,94.5993893129771,69.1363442265795,60.2852631578947,62.93,58.45,60.41,60.82,63.62
2007-01-01,95.7661904761905,93.1805882352941,114.903008342023,90.4096551724138,63.41,83.8962789934354,72.7731640625,118.15,66.0876666666667,62.5036842105263,NA,67.356,130.183636363636,97.6780487804878,98.5029268292683,91.2612195121951,101.747804878049,95.8575609756098,87.5873170731707,89.480243902439,23.301891025641,81.1628125,94.2052564102564,109.063636363636,83.09,68.1854545454545,88.238275862069,128.93125,100.770731707317,48.0795738636364,84.3947058823529,94.4771597633136,89.9165517241379,103.263793103448,37.6229545454545,130.89,141.304285714286,55.1669444444444,61.0939636752137,NA,NA,NA,98.7217647058824,140.237619047619,NA,NA,NA,73.7811298076923,69.1915384615385,125.34,NA,130.084761904762,98.45,98.37,94.5746564885496,69.1447222222222,60.2575119617225,62.94,58.47,60.41,60.8,63.6
2007-01-02,95.8280952380952,93.1817647058824,114.901631908238,90.4,63.41,83.8927341356674,72.7670293898809,118.149047619048,66.1303333333333,62.5039473684211,NA,67.44,130.195454545455,97.6931707317073,98.520243902439,91.2492682926829,101.767317073171,95.8814634146341,87.6056097560976,89.4858536585366,23.2921666666667,81.1346875,94.1898717948718,109.060606060606,83.09,68.1845454545455,88.2355172413793,128.923125,100.780243902439,48.0928125,84.4011764705882,94.4842603550296,89.88,103.276896551724,37.6626515151515,130.89,141.31,55.1689267676768,61.0675694444445,NA,NA,NA,98.7252941176471,140.246666666667,NA,NA,NA,73.7645432692308,69.1621428571429,125.31,NA,130.096666666667,98.47,98.39,94.5526717557252,69.1325925925926,60.2329090909091,62.94,58.48,60.41,60.77,63.58
2007-01-03,95.89,93.1829411764706,114.900255474453,90.3845714285714,63.41,83.8891892778993,72.7602686202686,118.148095238095,66.173,62.5042105263158,NA,67.3815384615385,130.207272727273,97.7082926829268,98.5375609756098,91.2373170731707,101.786829268293,95.9053658536585,87.6239024390244,89.4914634146341,23.2836666666667,81.1307142857143,94.1744871794872,109.057575757576,83.09,68.1836363636364,88.2327586206897,128.915,100.789756097561,48.3341666666667,84.4076470588235,94.4913609467456,89.8954285714286,103.29,37.9234615384615,130.89,141.315714285714,55.2427272727273,61.0538194444444,NA,NA,NA,98.7288235294118,140.255714285714,NA,NA,NA,73.7563942307692,69.1456696428571,125.3,NA,130.108571428571,98.54,98.44,94.5306870229008,69.13,60.2312291666667,62.94,58.47,60.41,60.73,63.56
2007-01-04,95.8736734693878,93.1841176470588,114.898879040667,90.3691428571429,63.41,83.8856444201313,72.7498157051282,118.147142857143,66.148,62.5044736842105,NA,67.3230769230769,130.219090909091,97.7234146341463,98.5548780487805,91.2253658536585,101.806341463415,95.9292682926829,87.6421951219512,89.4970731707317,23.2745833333333,81.1433241758242,94.1591025641026,109.054545454545,83.09,68.1827272727273,88.23,128.906875,100.799268292683,48.1334615384615,84.4141176470588,94.4984615384616,89.9108571428571,103.292058823529,38.340754147813,130.89,141.321428571429,55.337798573975,61.05,NA,NA,NA,98.7323529411765,140.264761904762,NA,NA,NA,73.773125,69.1295089285714,125.28,NA,130.120476190476,98.53,98.44,94.5087022900763,69.1314285714286,60.4182589285714,62.92,58.46,60.4,60.69,63.53
2007-01-05,95.8573469387755,93.1852941176471,114.897502606882,90.3537142857143,63.41,83.8820995623632,72.7319907407408,118.14619047619,66.123,62.5047368421053,NA,67.2646153846154,130.230909090909,97.7385365853658,98.5721951219512,91.2134146341463,101.825853658537,95.9531707317073,87.660487804878,89.5026829268293,23.2489880952381,81.1384615384615,94.1437179487179,109.051515151515,83.09,68.1818181818182,88.2272413793103,128.89875,100.808780487805,48.0608836996337,84.4205882352941,94.5055621301775,89.9262857142857,103.294117647059,38.4245343137255,130.89,141.327142857143,55.2884466911765,61.0435294117647,NA,NA,NA,98.7358823529412,140.27380952381,NA,NA,NA,73.7469444444444,69.1052747252747,125.28,NA,130.132380952381,98.5,98.42,94.4867175572519,69.1564880952381,60.5610119047619,62.91,58.45,60.39,60.65,63.51
2007-01-06,95.8410204081633,93.1864705882353,114.896011470282,90.3382857142857,63.41,83.8782592997812,72.7152876984127,118.145238095238,66.098,62.505,NA,67.2061538461539,130.242727272727,97.7536585365854,98.589512195122,91.2014634146341,101.845365853659,95.9770731707317,87.6787804878049,89.5082926829268,23.2382142857143,81.0912637362637,94.1271134453782,109.048484848485,83.09,68.1809090909091,88.2242528735632,128.890625,100.818292682927,48.0652380952381,84.4270588235294,94.503966951163,89.9417142857143,103.296176470588,38.42,130.89,141.332857142857,55.2165625,61.0254163483575,NA,NA,NA,98.7394117647059,140.282857142857,NA,NA,NA,73.6977976190476,69.0743563579278,125.24,NA,130.144285714286,98.47,98.38,94.4629007633587,69.1275,60.5879761904762,62.89,58.43,60.38,60.61,63.47
