Station,DBKEY,Daily Date,Data Value,Qualifer,Revision Date
Split Oak Preserve,NODBKY,3-Jan-2009,66.05,,
Split Oak Preserve,NODBKY,4-Jan-2009,66.04,,
Split Oak Preserve,NODBKY,5-Jan-2009,66.02,,
Split Oak Preserve,NODBKY,6-Jan-2009,66.01,,
Split Oak Preserve,NODBKY,7-Jan-2009,66.00,,
Split Oak Preserve,NODBKY,8-Jan-2009,65.98,,
Split Oak Preserve,NODBKY,9-Jan-2009,65.95,,
Split Oak Preserve,NODBKY,10-Jan-2009,65.93,,
Split Oak Preserve,NODBKY,11-Jan-2009,65.92,,
Split Oak Preserve,NODBKY,12-Jan-2009,65.90,,
Split Oak Preserve,NODBKY,13-Jan-2009,65.90,,
Split Oak Preserve,NODBKY,14-Jan-2009,65.88,,
Split Oak Preserve,NODBKY,15-Jan-2009,65.86,,
Split Oak Preserve,NODBKY,16-Jan-2009,65.84,,
Split Oak Preserve,NODBKY,17-Jan-2009,65.83,,
Split Oak Preserve,NODBKY,18-Jan-2009,65.82,,
Split Oak Preserve,NODBKY,19-Jan-2009,65.80,,
Split Oak Preserve,NODBKY,20-Jan-2009,65.78,,
Split Oak Preserve,NODBKY,21-Jan-2009,65.75,,
Split Oak Preserve,NODBKY,22-Jan-2009,65.74,,
Split Oak Preserve,NODBKY,23-Jan-2009,65.72,,
Split Oak Preserve,NODBKY,24-Jan-2009,65.71,,
Split Oak Preserve,NODBKY,25-Jan-2009,65.69,,
Split Oak Preserve,NODBKY,26-Jan-2009,65.66,,
Split Oak Preserve,NODBKY,27-Jan-2009,65.65,,
Split Oak Preserve,NODBKY,28-Jan-2009,65.63,,
Split Oak Preserve,NODBKY,29-Jan-2009,65.62,,
Split Oak Preserve,NODBKY,30-Jan-2009,66.16,,
Split Oak Preserve,NODBKY,31-Jan-2009,65.97,,
Split Oak Preserve,NODBKY,1-Feb-2009,65.91,,
Split Oak Preserve,NODBKY,2-Feb-2009,65.89,,
Split Oak Preserve,NODBKY,3-Feb-2009,65.93,,
Split Oak Preserve,NODBKY,4-Feb-2009,65.87,,
Split Oak Preserve,NODBKY,5-Feb-2009,65.83,,
Split Oak Preserve,NODBKY,6-Feb-2009,65.81,,
Split Oak Preserve,NODBKY,7-Feb-2009,65.78,,
Split Oak Preserve,NODBKY,8-Feb-2009,65.76,,
Split Oak Preserve,NODBKY,9-Feb-2009,65.74,,
Split Oak Preserve,NODBKY,10-Feb-2009,65.71,,
Split Oak Preserve,NODBKY,11-Feb-2009,65.69,,
Split Oak Preserve,NODBKY,12-Feb-2009,65.67,,
Split Oak Preserve,NODBKY,13-Feb-2009,65.65,,
Split Oak Preserve,NODBKY,14-Feb-2009,65.63,,
Split Oak Preserve,NODBKY,15-Feb-2009,65.61,,
Split Oak Preserve,NODBKY,16-Feb-2009,65.60,,
Split Oak Preserve,NODBKY,17-Feb-2009,65.58,,
Split Oak Preserve,NODBKY,18-Feb-2009,65.56,,
Split Oak Preserve,NODBKY,19-Feb-2009,65.55,,
Split Oak Preserve,NODBKY,20-Feb-2009,65.53,,
Split Oak Preserve,NODBKY,21-Feb-2009,65.51,,
Split Oak Preserve,NODBKY,22-Feb-2009,65.49,,
Split Oak Preserve,NODBKY,23-Feb-2009,65.47,,
Split Oak Preserve,NODBKY,24-Feb-2009,65.46,,
Split Oak Preserve,NODBKY,25-Feb-2009,65.45,,
Split Oak Preserve,NODBKY,26-Feb-2009,65.42,,
Split Oak Preserve,NODBKY,27-Feb-2009,65.41,,
Split Oak Preserve,NODBKY,28-Feb-2009,65.39,,
Split Oak Preserve,NODBKY,1-Mar-2009,65.37,,
Split Oak Preserve,NODBKY,2-Mar-2009,65.35,,
Split Oak Preserve,NODBKY,3-Mar-2009,65.32,,
Split Oak Preserve,NODBKY,4-Mar-2009,65.29,,
Split Oak Preserve,NODBKY,5-Mar-2009,65.27,,
Split Oak Preserve,NODBKY,6-Mar-2009,65.25,,
Split Oak Preserve,NODBKY,7-Mar-2009,65.23,,
Split Oak Preserve,NODBKY,8-Mar-2009,65.21,,
Split Oak Preserve,NODBKY,9-Mar-2009,65.18,,
Split Oak Preserve,NODBKY,10-Mar-2009,65.16,,
Split Oak Preserve,NODBKY,11-Mar-2009,65.14,,
Split Oak Preserve,NODBKY,12-Mar-2009,65.11,,
Split Oak Preserve,NODBKY,13-Mar-2009,65.09,,
Split Oak Preserve,NODBKY,14-Mar-2009,65.07,,
Split Oak Preserve,NODBKY,15-Mar-2009,65.04,,
Split Oak Preserve,NODBKY,16-Mar-2009,65.02,,
Split Oak Preserve,NODBKY,17-Mar-2009,64.99,,
Split Oak Preserve,NODBKY,18-Mar-2009,64.97,,
Split Oak Preserve,NODBKY,19-Mar-2009,64.94,,
Split Oak Preserve,NODBKY,20-Mar-2009,64.91,,
Split Oak Preserve,NODBKY,21-Mar-2009,64.88,,
Split Oak Preserve,NODBKY,22-Mar-2009,64.85,,
Split Oak Preserve,NODBKY,23-Mar-2009,64.84,,
Split Oak Preserve,NODBKY,24-Mar-2009,64.81,,
Split Oak Preserve,NODBKY,25-Mar-2009,64.77,,
Split Oak Preserve,NODBKY,26-Mar-2009,64.74,,
Split Oak Preserve,NODBKY,27-Mar-2009,64.72,,
Split Oak Preserve,NODBKY,28-Mar-2009,64.68,,
Split Oak Preserve,NODBKY,29-Mar-2009,64.68,,
Split Oak Preserve,NODBKY,30-Mar-2009,64.64,,
Split Oak Preserve,NODBKY,31-Mar-2009,64.61,,
Split Oak Preserve,NODBKY,1-Apr-2009,64.72,,
Split Oak Preserve,NODBKY,2-Apr-2009,64.64,,
Split Oak Preserve,NODBKY,3-Apr-2009,64.72,,
Split Oak Preserve,NODBKY,4-Apr-2009,64.95,,
Split Oak Preserve,NODBKY,5-Apr-2009,64.88,,
Split Oak Preserve,NODBKY,6-Apr-2009,64.83,,
Split Oak Preserve,NODBKY,7-Apr-2009,64.76,,
Split Oak Preserve,NODBKY,8-Apr-2009,64.70,,
Split Oak Preserve,NODBKY,9-Apr-2009,64.64,,
Split Oak Preserve,NODBKY,10-Apr-2009,64.59,,
Split Oak Preserve,NODBKY,11-Apr-2009,64.55,,
Split Oak Preserve,NODBKY,12-Apr-2009,64.51,,
Split Oak Preserve,NODBKY,13-Apr-2009,64.48,,
Split Oak Preserve,NODBKY,14-Apr-2009,64.48,,
Split Oak Preserve,NODBKY,15-Apr-2009,64.46,,
Split Oak Preserve,NODBKY,16-Apr-2009,64.42,,
Split Oak Preserve,NODBKY,17-Apr-2009,64.38,,
Split Oak Preserve,NODBKY,18-Apr-2009,64.35,,
Split Oak Preserve,NODBKY,19-Apr-2009,64.31,,
Split Oak Preserve,NODBKY,20-Apr-2009,64.28,,
Split Oak Preserve,NODBKY,21-Apr-2009,64.25,,
Split Oak Preserve,NODBKY,22-Apr-2009,64.20,,
Split Oak Preserve,NODBKY,23-Apr-2009,64.16,,
Split Oak Preserve,NODBKY,24-Apr-2009,64.12,,
Split Oak Preserve,NODBKY,25-Apr-2009,64.08,,
Split Oak Preserve,NODBKY,26-Apr-2009,64.04,,
Split Oak Preserve,NODBKY,27-Apr-2009,64.00,,
Split Oak Preserve,NODBKY,28-Apr-2009,63.96,,
Split Oak Preserve,NODBKY,29-Apr-2009,63.92,,
Split Oak Preserve,NODBKY,30-Apr-2009,63.87,,
Split Oak Preserve,NODBKY,1-May-2009,63.84,,
Split Oak Preserve,NODBKY,2-May-2009,63.80,,
Split Oak Preserve,NODBKY,3-May-2009,63.76,,
Split Oak Preserve,NODBKY,4-May-2009,63.72,,
Split Oak Preserve,NODBKY,5-May-2009,63.68,,
Split Oak Preserve,NODBKY,6-May-2009,63.64,,
Split Oak Preserve,NODBKY,7-May-2009,63.60,,
Split Oak Preserve,NODBKY,8-May-2009,63.56,,
Split Oak Preserve,NODBKY,9-May-2009,63.52,,
Split Oak Preserve,NODBKY,10-May-2009,63.47,,
Split Oak Preserve,NODBKY,11-May-2009,63.43,,
Split Oak Preserve,NODBKY,12-May-2009,63.40,,
Split Oak Preserve,NODBKY,13-May-2009,63.36,,
Split Oak Preserve,NODBKY,14-May-2009,63.38,,
Split Oak Preserve,NODBKY,15-May-2009,63.34,,
Split Oak Preserve,NODBKY,16-May-2009,63.30,,
Split Oak Preserve,NODBKY,17-May-2009,63.27,,
Split Oak Preserve,NODBKY,18-May-2009,63.24,,
Split Oak Preserve,NODBKY,19-May-2009,63.40,,
Split Oak Preserve,NODBKY,20-May-2009,64.43,,
Split Oak Preserve,NODBKY,21-May-2009,64.97,,
Split Oak Preserve,NODBKY,22-May-2009,65.16,,
Split Oak Preserve,NODBKY,23-May-2009,65.45,,
Split Oak Preserve,NODBKY,24-May-2009,65.56,,
Split Oak Preserve,NODBKY,25-May-2009,65.67,,
Split Oak Preserve,NODBKY,26-May-2009,66.06,,
Split Oak Preserve,NODBKY,27-May-2009,66.16,,
Split Oak Preserve,NODBKY,28-May-2009,66.23,,
Split Oak Preserve,NODBKY,29-May-2009,66.36,,
Split Oak Preserve,NODBKY,30-May-2009,66.38,,
Split Oak Preserve,NODBKY,31-May-2009,66.35,,
Split Oak Preserve,NODBKY,1-Jun-2009,66.31,,
Split Oak Preserve,NODBKY,2-Jun-2009,66.27,,
Split Oak Preserve,NODBKY,3-Jun-2009,66.23,,
Split Oak Preserve,NODBKY,4-Jun-2009,66.21,,
Split Oak Preserve,NODBKY,5-Jun-2009,66.25,,
Split Oak Preserve,NODBKY,6-Jun-2009,66.21,,
Split Oak Preserve,NODBKY,7-Jun-2009,66.15,,
Split Oak Preserve,NODBKY,8-Jun-2009,66.17,,
Split Oak Preserve,NODBKY,9-Jun-2009,66.11,,
Split Oak Preserve,NODBKY,10-Jun-2009,66.06,,
Split Oak Preserve,NODBKY,11-Jun-2009,66.01,,
Split Oak Preserve,NODBKY,12-Jun-2009,65.95,,
Split Oak Preserve,NODBKY,13-Jun-2009,65.89,,
Split Oak Preserve,NODBKY,14-Jun-2009,65.83,,
Split Oak Preserve,NODBKY,15-Jun-2009,65.78,,
Split Oak Preserve,NODBKY,16-Jun-2009,65.73,,
Split Oak Preserve,NODBKY,17-Jun-2009,65.71,,
Split Oak Preserve,NODBKY,18-Jun-2009,65.65,,
Split Oak Preserve,NODBKY,19-Jun-2009,65.63,,
Split Oak Preserve,NODBKY,20-Jun-2009,65.57,,
Split Oak Preserve,NODBKY,21-Jun-2009,65.51,,
Split Oak Preserve,NODBKY,22-Jun-2009,65.46,,
Split Oak Preserve,NODBKY,23-Jun-2009,65.40,,
Split Oak Preserve,NODBKY,24-Jun-2009,66.42,,
Split Oak Preserve,NODBKY,25-Jun-2009,66.47,,
Split Oak Preserve,NODBKY,26-Jun-2009,66.46,,
Split Oak Preserve,NODBKY,27-Jun-2009,66.41,,
Split Oak Preserve,NODBKY,28-Jun-2009,66.36,,
Split Oak Preserve,NODBKY,29-Jun-2009,66.32,,
Split Oak Preserve,NODBKY,30-Jun-2009,66.33,,
Split Oak Preserve,NODBKY,1-Jul-2009,66.36,,
Split Oak Preserve,NODBKY,2-Jul-2009,66.33,,
Split Oak Preserve,NODBKY,3-Jul-2009,66.31,,
Split Oak Preserve,NODBKY,4-Jul-2009,66.25,,
Split Oak Preserve,NODBKY,5-Jul-2009,66.20,,
Split Oak Preserve,NODBKY,6-Jul-2009,66.17,,
Split Oak Preserve,NODBKY,7-Jul-2009,66.13,,
Split Oak Preserve,NODBKY,8-Jul-2009,66.17,,
Split Oak Preserve,NODBKY,9-Jul-2009,66.28,,
Split Oak Preserve,NODBKY,10-Jul-2009,66.23,,
Split Oak Preserve,NODBKY,11-Jul-2009,66.23,,
Split Oak Preserve,NODBKY,12-Jul-2009,66.17,,
Split Oak Preserve,NODBKY,13-Jul-2009,66.13,,
Split Oak Preserve,NODBKY,14-Jul-2009,66.09,,
Split Oak Preserve,NODBKY,15-Jul-2009,66.05,,
Split Oak Preserve,NODBKY,16-Jul-2009,66.00,,
Split Oak Preserve,NODBKY,17-Jul-2009,65.96,,
Split Oak Preserve,NODBKY,18-Jul-2009,65.93,,
Split Oak Preserve,NODBKY,19-Jul-2009,65.89,,
Split Oak Preserve,NODBKY,20-Jul-2009,65.88,,
Split Oak Preserve,NODBKY,21-Jul-2009,65.84,,
Split Oak Preserve,NODBKY,22-Jul-2009,65.80,,
Split Oak Preserve,NODBKY,23-Jul-2009,65.74,,
Split Oak Preserve,NODBKY,24-Jul-2009,65.69,,
Split Oak Preserve,NODBKY,25-Jul-2009,65.64,,
Split Oak Preserve,NODBKY,26-Jul-2009,65.58,,
Split Oak Preserve,NODBKY,27-Jul-2009,65.68,,
Split Oak Preserve,NODBKY,28-Jul-2009,65.64,,
Split Oak Preserve,NODBKY,29-Jul-2009,65.59,,
Split Oak Preserve,NODBKY,30-Jul-2009,65.55,,
Split Oak Preserve,NODBKY,31-Jul-2009,65.52,,
Split Oak Preserve,NODBKY,1-Aug-2009,65.49,,
Split Oak Preserve,NODBKY,2-Aug-2009,65.46,,
Split Oak Preserve,NODBKY,3-Aug-2009,65.45,,
Split Oak Preserve,NODBKY,4-Aug-2009,65.41,,
Split Oak Preserve,NODBKY,5-Aug-2009,65.49,,
Split Oak Preserve,NODBKY,6-Aug-2009,65.45,,
Split Oak Preserve,NODBKY,7-Aug-2009,65.41,,
Split Oak Preserve,NODBKY,8-Aug-2009,65.37,,
Split Oak Preserve,NODBKY,9-Aug-2009,65.34,,
Split Oak Preserve,NODBKY,10-Aug-2009,65.31,,
Split Oak Preserve,NODBKY,11-Aug-2009,65.29,,
Split Oak Preserve,NODBKY,12-Aug-2009,65.25,,
Split Oak Preserve,NODBKY,13-Aug-2009,65.77,,
Split Oak Preserve,NODBKY,14-Aug-2009,65.85,,
Split Oak Preserve,NODBKY,15-Aug-2009,65.84,,
Split Oak Preserve,NODBKY,16-Aug-2009,65.93,,
Split Oak Preserve,NODBKY,17-Aug-2009,65.91,,
Split Oak Preserve,NODBKY,18-Aug-2009,65.89,,
Split Oak Preserve,NODBKY,19-Aug-2009,65.86,,
Split Oak Preserve,NODBKY,20-Aug-2009,65.81,,
Split Oak Preserve,NODBKY,21-Aug-2009,65.76,,
Split Oak Preserve,NODBKY,22-Aug-2009,66.18,,
Split Oak Preserve,NODBKY,23-Aug-2009,66.17,,
Split Oak Preserve,NODBKY,24-Aug-2009,66.24,,
Split Oak Preserve,NODBKY,25-Aug-2009,66.22,,
Split Oak Preserve,NODBKY,26-Aug-2009,66.18,,
Split Oak Preserve,NODBKY,27-Aug-2009,66.08,,
Split Oak Preserve,NODBKY,28-Aug-2009,66.02,,
Split Oak Preserve,NODBKY,29-Aug-2009,65.97,,
Split Oak Preserve,NODBKY,30-Aug-2009,65.90,,
Split Oak Preserve,NODBKY,31-Aug-2009,65.82,,
Split Oak Preserve,NODBKY,1-Sep-2009,65.78,,
Split Oak Preserve,NODBKY,2-Sep-2009,65.77,,
Split Oak Preserve,NODBKY,3-Sep-2009,65.94,,
Split Oak Preserve,NODBKY,4-Sep-2009,66.48,,
Split Oak Preserve,NODBKY,5-Sep-2009,66.48,,
Split Oak Preserve,NODBKY,6-Sep-2009,66.49,,
Split Oak Preserve,NODBKY,7-Sep-2009,66.44,,
Split Oak Preserve,NODBKY,8-Sep-2009,66.38,,
Split Oak Preserve,NODBKY,9-Sep-2009,66.30,,
Split Oak Preserve,NODBKY,10-Sep-2009,66.24,,
Split Oak Preserve,NODBKY,11-Sep-2009,66.18,,
Split Oak Preserve,NODBKY,12-Sep-2009,66.16,,
Split Oak Preserve,NODBKY,13-Sep-2009,66.12,,
Split Oak Preserve,NODBKY,14-Sep-2009,66.13,,
Split Oak Preserve,NODBKY,15-Sep-2009,66.07,,
Split Oak Preserve,NODBKY,16-Sep-2009,66.01,,
Split Oak Preserve,NODBKY,17-Sep-2009,66.03,,
Split Oak Preserve,NODBKY,18-Sep-2009,65.98,,
Split Oak Preserve,NODBKY,19-Sep-2009,65.93,,
Split Oak Preserve,NODBKY,20-Sep-2009,65.87,,
Split Oak Preserve,NODBKY,21-Sep-2009,65.81,,
Split Oak Preserve,NODBKY,22-Sep-2009,65.83,,
Split Oak Preserve,NODBKY,23-Sep-2009,65.77,,
Split Oak Preserve,NODBKY,24-Sep-2009,65.72,,
Split Oak Preserve,NODBKY,25-Sep-2009,65.72,,
Split Oak Preserve,NODBKY,26-Sep-2009,65.75,,
Split Oak Preserve,NODBKY,27-Sep-2009,66.34,,
Split Oak Preserve,NODBKY,28-Sep-2009,66.32,,
Split Oak Preserve,NODBKY,29-Sep-2009,66.28,,
Split Oak Preserve,NODBKY,30-Sep-2009,66.27,,
Split Oak Preserve,NODBKY,1-Oct-2009,66.21,,
Split Oak Preserve,NODBKY,2-Oct-2009,66.15,,
Split Oak Preserve,NODBKY,3-Oct-2009,66.08,,
Split Oak Preserve,NODBKY,4-Oct-2009,66.01,,
Split Oak Preserve,NODBKY,5-Oct-2009,65.95,,
Split Oak Preserve,NODBKY,6-Oct-2009,65.90,,
Split Oak Preserve,NODBKY,7-Oct-2009,65.83,,
Split Oak Preserve,NODBKY,8-Oct-2009,65.77,,
Split Oak Preserve,NODBKY,9-Oct-2009,65.71,,
Split Oak Preserve,NODBKY,10-Oct-2009,65.66,,
Split Oak Preserve,NODBKY,11-Oct-2009,65.60,,
Split Oak Preserve,NODBKY,12-Oct-2009,65.56,,
Split Oak Preserve,NODBKY,13-Oct-2009,65.51,,
Split Oak Preserve,NODBKY,14-Oct-2009,65.48,,
Split Oak Preserve,NODBKY,15-Oct-2009,65.45,,
Split Oak Preserve,NODBKY,16-Oct-2009,65.43,,
Split Oak Preserve,NODBKY,17-Oct-2009,65.39,,
Split Oak Preserve,NODBKY,18-Oct-2009,65.34,,
Split Oak Preserve,NODBKY,19-Oct-2009,65.30,,
Split Oak Preserve,NODBKY,20-Oct-2009,65.26,,
Split Oak Preserve,NODBKY,21-Oct-2009,65.23,,
Split Oak Preserve,NODBKY,22-Oct-2009,65.20,,
Split Oak Preserve,NODBKY,23-Oct-2009,65.16,,
Split Oak Preserve,NODBKY,24-Oct-2009,65.12,,
Split Oak Preserve,NODBKY,25-Oct-2009,65.07,,
Split Oak Preserve,NODBKY,26-Oct-2009,65.04,,
Split Oak Preserve,NODBKY,27-Oct-2009,65.00,,
Split Oak Preserve,NODBKY,28-Oct-2009,64.96,,
Split Oak Preserve,NODBKY,29-Oct-2009,64.92,,
Split Oak Preserve,NODBKY,30-Oct-2009,64.89,,
Split Oak Preserve,NODBKY,31-Oct-2009,64.86,,
Split Oak Preserve,NODBKY,1-Nov-2009,64.82,,
Split Oak Preserve,NODBKY,2-Nov-2009,64.78,,
Split Oak Preserve,NODBKY,3-Nov-2009,64.74,,
Split Oak Preserve,NODBKY,4-Nov-2009,64.71,,
Split Oak Preserve,NODBKY,5-Nov-2009,64.67,,
Split Oak Preserve,NODBKY,6-Nov-2009,64.63,,
Split Oak Preserve,NODBKY,7-Nov-2009,64.59,,
Split Oak Preserve,NODBKY,8-Nov-2009,64.55,,
Split Oak Preserve,NODBKY,9-Nov-2009,64.51,,
Split Oak Preserve,NODBKY,10-Nov-2009,64.48,,
Split Oak Preserve,NODBKY,11-Nov-2009,64.47,,
Split Oak Preserve,NODBKY,12-Nov-2009,64.43,,
Split Oak Preserve,NODBKY,13-Nov-2009,64.40,,
Split Oak Preserve,NODBKY,14-Nov-2009,64.36,,
Split Oak Preserve,NODBKY,15-Nov-2009,64.32,,
Split Oak Preserve,NODBKY,16-Nov-2009,64.28,,
Split Oak Preserve,NODBKY,17-Nov-2009,64.25,,
Split Oak Preserve,NODBKY,18-Nov-2009,64.21,,
Split Oak Preserve,NODBKY,19-Nov-2009,64.18,,
Split Oak Preserve,NODBKY,20-Nov-2009,64.15,,
Split Oak Preserve,NODBKY,21-Nov-2009,64.12,,
Split Oak Preserve,NODBKY,22-Nov-2009,64.09,,
Split Oak Preserve,NODBKY,23-Nov-2009,64.07,,
Split Oak Preserve,NODBKY,24-Nov-2009,64.04,,
Split Oak Preserve,NODBKY,25-Nov-2009,64.03,,
Split Oak Preserve,NODBKY,26-Nov-2009,64.08,,
Split Oak Preserve,NODBKY,27-Nov-2009,64.03,,
Split Oak Preserve,NODBKY,28-Nov-2009,63.99,,
Split Oak Preserve,NODBKY,29-Nov-2009,63.96,,
Split Oak Preserve,NODBKY,30-Nov-2009,63.93,,
Split Oak Preserve,NODBKY,1-Dec-2009,63.90,,
Split Oak Preserve,NODBKY,2-Dec-2009,63.88,,
Split Oak Preserve,NODBKY,3-Dec-2009,63.92,,
Split Oak Preserve,NODBKY,4-Dec-2009,63.91,,
Split Oak Preserve,NODBKY,5-Dec-2009,64.26,,
Split Oak Preserve,NODBKY,6-Dec-2009,64.43,,
Split Oak Preserve,NODBKY,7-Dec-2009,64.45,,
Split Oak Preserve,NODBKY,8-Dec-2009,64.46,,
Split Oak Preserve,NODBKY,9-Dec-2009,64.46,,
Split Oak Preserve,NODBKY,10-Dec-2009,64.43,,
Split Oak Preserve,NODBKY,11-Dec-2009,64.42,,
Split Oak Preserve,NODBKY,12-Dec-2009,64.40,,
Split Oak Preserve,NODBKY,13-Dec-2009,64.38,,
Split Oak Preserve,NODBKY,14-Dec-2009,64.35,,
Split Oak Preserve,NODBKY,15-Dec-2009,64.32,,
Split Oak Preserve,NODBKY,16-Dec-2009,64.29,,
Split Oak Preserve,NODBKY,17-Dec-2009,64.26,,
Split Oak Preserve,NODBKY,18-Dec-2009,64.29,,
Split Oak Preserve,NODBKY,19-Dec-2009,64.28,,
Split Oak Preserve,NODBKY,20-Dec-2009,64.23,,
Split Oak Preserve,NODBKY,21-Dec-2009,64.19,,
Split Oak Preserve,NODBKY,22-Dec-2009,64.16,,
Split Oak Preserve,NODBKY,23-Dec-2009,64.13,,
Split Oak Preserve,NODBKY,24-Dec-2009,64.10,,
Split Oak Preserve,NODBKY,25-Dec-2009,64.09,,
Split Oak Preserve,NODBKY,26-Dec-2009,64.10,,
Split Oak Preserve,NODBKY,27-Dec-2009,64.07,,
Split Oak Preserve,NODBKY,28-Dec-2009,64.05,,
Split Oak Preserve,NODBKY,29-Dec-2009,64.00,,
Split Oak Preserve,NODBKY,30-Dec-2009,63.98,,
Split Oak Preserve,NODBKY,31-Dec-2009,63.95,,
Split Oak Preserve,NODBKY,1-Jan-2010,63.95,,
Split Oak Preserve,NODBKY,2-Jan-2010,63.99,,
Split Oak Preserve,NODBKY,3-Jan-2010,63.96,,
Split Oak Preserve,NODBKY,4-Jan-2010,63.94,,
Split Oak Preserve,NODBKY,5-Jan-2010,63.92,,
Split Oak Preserve,NODBKY,6-Jan-2010,63.90,,
Split Oak Preserve,NODBKY,7-Jan-2010,63.89,,
Split Oak Preserve,NODBKY,8-Jan-2010,63.88,,
Split Oak Preserve,NODBKY,9-Jan-2010,63.87,,
Split Oak Preserve,NODBKY,10-Jan-2010,63.85,,
Split Oak Preserve,NODBKY,11-Jan-2010,63.84,,
Split Oak Preserve,NODBKY,12-Jan-2010,63.83,,
Split Oak Preserve,NODBKY,13-Jan-2010,63.82,,
Split Oak Preserve,NODBKY,14-Jan-2010,63.80,,
Split Oak Preserve,NODBKY,15-Jan-2010,63.79,,
Split Oak Preserve,NODBKY,16-Jan-2010,63.78,,
Split Oak Preserve,NODBKY,17-Jan-2010,63.77,,
Split Oak Preserve,NODBKY,18-Jan-2010,63.76,,
Split Oak Preserve,NODBKY,19-Jan-2010,63.74,,
Split Oak Preserve,NODBKY,20-Jan-2010,63.73,,
Split Oak Preserve,NODBKY,21-Jan-2010,63.71,,
Split Oak Preserve,NODBKY,22-Jan-2010,64.57,,
Split Oak Preserve,NODBKY,23-Jan-2010,65.13,,
Split Oak Preserve,NODBKY,24-Jan-2010,65.21,,
Split Oak Preserve,NODBKY,25-Jan-2010,65.27,,
Split Oak Preserve,NODBKY,26-Jan-2010,65.28,,
Split Oak Preserve,NODBKY,27-Jan-2010,65.29,,
Split Oak Preserve,NODBKY,28-Jan-2010,65.30,,
Split Oak Preserve,NODBKY,29-Jan-2010,65.31,,
Split Oak Preserve,NODBKY,30-Jan-2010,65.32,,
Split Oak Preserve,NODBKY,31-Jan-2010,65.30,,
Split Oak Preserve,NODBKY,1-Feb-2010,65.31,,
Split Oak Preserve,NODBKY,2-Feb-2010,65.42,,
Split Oak Preserve,NODBKY,3-Feb-2010,65.78,,
Split Oak Preserve,NODBKY,4-Feb-2010,65.83,,
Split Oak Preserve,NODBKY,5-Feb-2010,65.88,,
Split Oak Preserve,NODBKY,6-Feb-2010,65.94,,
Split Oak Preserve,NODBKY,7-Feb-2010,65.94,,
Split Oak Preserve,NODBKY,8-Feb-2010,65.94,,
Split Oak Preserve,NODBKY,9-Feb-2010,65.96,,
Split Oak Preserve,NODBKY,10-Feb-2010,65.98,,
Split Oak Preserve,NODBKY,11-Feb-2010,65.97,,
Split Oak Preserve,NODBKY,12-Feb-2010,65.99,,
Split Oak Preserve,NODBKY,13-Feb-2010,66.15,,
Split Oak Preserve,NODBKY,14-Feb-2010,66.15,,
Split Oak Preserve,NODBKY,15-Feb-2010,66.16,,
Split Oak Preserve,NODBKY,16-Feb-2010,66.14,,
Split Oak Preserve,NODBKY,17-Feb-2010,66.14,,
Split Oak Preserve,NODBKY,18-Feb-2010,66.11,,
Split Oak Preserve,NODBKY,19-Feb-2010,66.10,,
Split Oak Preserve,NODBKY,20-Feb-2010,66.07,,
Split Oak Preserve,NODBKY,21-Feb-2010,66.05,,
Split Oak Preserve,NODBKY,22-Feb-2010,66.05,,
Split Oak Preserve,NODBKY,23-Feb-2010,66.15,,
Split Oak Preserve,NODBKY,24-Feb-2010,66.15,,
Split Oak Preserve,NODBKY,25-Feb-2010,66.21,,
Split Oak Preserve,NODBKY,26-Feb-2010,66.18,,
Split Oak Preserve,NODBKY,27-Feb-2010,66.18,,
Split Oak Preserve,NODBKY,28-Feb-2010,66.17,,
Split Oak Preserve,NODBKY,1-Mar-2010,66.14,,
Split Oak Preserve,NODBKY,2-Mar-2010,66.21,,
Split Oak Preserve,NODBKY,3-Mar-2010,66.15,,
Split Oak Preserve,NODBKY,4-Mar-2010,66.11,,
Split Oak Preserve,NODBKY,5-Mar-2010,66.09,,
Split Oak Preserve,NODBKY,6-Mar-2010,66.05,,
Split Oak Preserve,NODBKY,7-Mar-2010,66.02,,
Split Oak Preserve,NODBKY,8-Mar-2010,66.00,,
Split Oak Preserve,NODBKY,9-Mar-2010,65.98,,
Split Oak Preserve,NODBKY,10-Mar-2010,65.95,,
Split Oak Preserve,NODBKY,11-Mar-2010,65.97,,
Split Oak Preserve,NODBKY,12-Mar-2010,66.72,,
Split Oak Preserve,NODBKY,13-Mar-2010,66.96,,
Split Oak Preserve,NODBKY,14-Mar-2010,66.95,,
Split Oak Preserve,NODBKY,15-Mar-2010,66.93,,
Split Oak Preserve,NODBKY,16-Mar-2010,66.89,,
Split Oak Preserve,NODBKY,17-Mar-2010,66.88,,
Split Oak Preserve,NODBKY,18-Mar-2010,66.85,,
Split Oak Preserve,NODBKY,19-Mar-2010,66.79,,
Split Oak Preserve,NODBKY,20-Mar-2010,66.75,,
Split Oak Preserve,NODBKY,21-Mar-2010,66.74,,
Split Oak Preserve,NODBKY,22-Mar-2010,67.06,,
Split Oak Preserve,NODBKY,23-Mar-2010,67.01,,
Split Oak Preserve,NODBKY,24-Mar-2010,66.97,,
Split Oak Preserve,NODBKY,25-Mar-2010,66.95,,
Split Oak Preserve,NODBKY,26-Mar-2010,67.18,,
Split Oak Preserve,NODBKY,27-Mar-2010,67.09,,
Split Oak Preserve,NODBKY,28-Mar-2010,67.07,,
Split Oak Preserve,NODBKY,29-Mar-2010,67.95,,
Split Oak Preserve,NODBKY,30-Mar-2010,67.74,,
